path_ref,path_query,path_distance,ref_x,ref_y,query_x,query_y
0,0,192.86855629537254,935.5176827057545,494.54530999119504,911.4,685.9
1,1,192.86855629537254,935.5176827057545,494.54530999119504,911.4,685.9
2,2,192.86855629537254,935.5176827057545,494.54530999119504,911.4,685.9
3,3,192.49771388549624,935.5176827057545,494.54530999119504,911.556050955414,685.5458598726115
4,4,192.126935199322,935.5176827057545,494.54530999119504,911.712101910828,685.1917197452229
5,5,191.75622060649718,935.5176827057545,494.54530999119504,911.868152866242,684.8375796178344
6,6,191.3855704794688,935.5176827057545,494.54530999119504,912.024203821656,684.4834394904458
7,7,191.01498519351017,935.5176827057545,494.54530999119504,912.18025477707,684.1292993630573
8,8,190.64446512674613,935.5176827057545,494.54530999119504,912.3363057324841,683.7751592356688
9,9,190.27401066018015,935.5176827057545,494.54530999119504,912.4923566878981,683.4210191082802
10,10,189.90362217772102,935.5176827057545,494.54530999119504,912.6484076433121,683.0668789808917
11,11,189.53330006620973,935.5176827057545,494.54530999119504,912.8044585987261,682.7127388535032
12,12,189.16304471544703,935.5176827057545,494.54530999119504,912.9605095541401,682.3585987261147
13,13,188.79285651822076,935.5176827057545,494.54530999119504,913.1165605095541,682.004458598726
14,14,188.42273587033455,935.5176827057545,494.54530999119504,913.2726114649681,681.6503184713375
15,15,188.05268317063502,935.5176827057545,494.54530999119504,913.4286624203821,681.296178343949
16,16,187.68269882104116,935.5176827057545,494.54530999119504,913.5847133757961,680.9420382165605
17,17,187.3127832265729,935.5176827057545,494.54530999119504,913.7407643312101,680.587898089172
18,18,186.94293679538026,935.5176827057545,494.54530999119504,913.8968152866241,680.2337579617835
19,19,186.5731599387731,935.5176827057545,494.54530999119504,914.0528662420382,679.8796178343949
20,20,186.20345307125072,935.5176827057545,494.54530999119504,914.2089171974523,679.5254777070063
21,21,185.83381661053244,935.5176827057545,494.54530999119504,914.3649681528663,679.1713375796178
22,22,185.4642509775875,935.5176827057545,494.54530999119504,914.5210191082803,678.8171974522293
23,23,185.0947565966663,935.5176827057545,494.54530999119504,914.6770700636943,678.4630573248407
24,24,184.7253338953316,935.5176827057545,494.54530999119504,914.8331210191083,678.1089171974522
25,25,184.35598330448997,935.5176827057545,494.54530999119504,914.9891719745223,677.7547770700637
26,26,183.98670525842348,935.5176827057545,494.54530999119504,915.1452229299363,677.4006369426751
27,27,183.61750019482258,935.5176827057545,494.54530999119504,915.3012738853503,677.0464968152866
28,28,183.24836855481792,935.5176827057545,494.54530999119504,915.4573248407643,676.692356687898
29,29,182.8793107830137,935.5176827057545,494.54530999119504,915.6133757961783,676.3382165605095
30,30,182.51032732752103,935.5176827057545,494.54530999119504,915.7694267515923,675.984076433121
31,31,182.14141863999149,935.5176827057545,494.54530999119504,915.9254777070064,675.6299363057325
32,32,181.7725851756514,935.5176827057545,494.54530999119504,916.0815286624204,675.275796178344
33,33,174.55841416067696,936.5176827057545,501.54530999119504,916.2375796178344,674.9216560509553
34,34,174.1885794761984,936.5176827057545,501.54530999119504,916.3936305732484,674.5675159235668
35,35,173.81881952148444,936.5176827057545,501.54530999119504,916.5496815286624,674.2133757961783
36,36,173.44913477446318,936.5176827057545,501.54530999119504,916.7057324840764,673.8592356687898
37,37,173.07952571704845,936.5176827057545,501.54530999119504,916.8617834394904,673.5050955414013
38,38,172.7099928351802,936.5176827057545,501.54530999119504,917.0178343949044,673.1509554140127
39,39,172.34053661886568,936.5176827057545,501.54530999119504,917.1738853503184,672.7968152866242
40,40,171.97115756222078,936.5176827057545,501.54530999119504,917.3299363057324,672.4426751592356
41,41,171.6018561635124,936.5176827057545,501.54530999119504,917.4859872611464,672.0885350318471
42,42,171.2326329252005,936.5176827057545,501.54530999119504,917.6420382165605,671.7343949044586
43,43,170.8634883539814,936.5176827057545,501.54530999119504,917.7980891719745,671.38025477707
44,44,170.49442296083134,936.5176827057545,501.54530999119504,917.9541401273885,671.0261146496815
45,45,170.1254372610504,936.5176827057545,501.54530999119504,918.1101910828025,670.671974522293
46,46,169.75653177430715,936.5176827057545,501.54530999119504,918.2662420382165,670.3178343949045
47,47,169.38770702468378,936.5176827057545,501.54530999119504,918.4222929936305,669.9636942675158
48,48,169.018963540722,936.5176827057545,501.54530999119504,918.5783439490446,669.6095541401273
49,49,168.65030185546883,936.5176827057545,501.54530999119504,918.7343949044586,669.2554140127388
50,50,168.2817225065236,936.5176827057545,501.54530999119504,918.8904458598726,668.9012738853503
51,51,167.91322603608538,936.5176827057545,501.54530999119504,919.0464968152866,668.5471337579618
52,52,167.54481299100075,936.5176827057545,501.54530999119504,919.2025477707006,668.1929936305733
53,53,167.17648392281237,936.5176827057545,501.54530999119504,919.3585987261147,667.8388535031847
54,54,166.80823938780802,936.5176827057545,501.54530999119504,919.5146496815287,667.4847133757961
55,55,166.4400799470706,936.5176827057545,501.54530999119504,919.6707006369427,667.1305732484076
