Proband;IP;Video;Distancemeasure;total_distance;mean_distance;zero-overhead-counter;ref before query (rbq);query berfore ref (qbr);max rbq;max qbr;max distance;min distance
pb3;2;BGL4;winkel;500052.81936092366;52.72594046403666;296;10745;1035;1827;-66;177.45358841026564;0.04115617321091569
pb3;2;BGL4;winkellog;414014.9921086734;43.654048092437094;296;10562;1035;2007;-66;164.34061796783402;0.0004934347444928706
pb3;2;BGL5;euklid;3275886.0926382863;202.42761494397124;40;20374;2966;5316;-256;411.533076656958;0.641806422394785
pb3;2;BGL5;winkel;807403.4789441722;49.89207680554731;104;357;24086;82;-4300;169.37750615581265;0.004690627829481446
pb3;2;BGL5;winkellog;727475.792852096;44.95308613063684;104;1082;23670;107;-4300;169.37750615581265;0.0004013896083824774
pb3;2;BGL6;euklid;2373498.3429593924;191.67393547277658;551;2022;14533;462;-3444;568.4953574738427;4.2233686976275155
pb3;2;BGL6;winkel;538966.4326241344;43.524705856749925;79;0;18638;0;-5452;173.26192172323718;0.021105969959224546
pb3;2;BGL6;winkellog;443172.08912396035;35.78874982830981;79;0;19222;0;-4255;173.43705579464068;1.1658054724527945e-05
pb3;2;BGL7;euklid;1408976.3005974756;142.5656481430209;192;1885;10399;532;-1031;482.15528820326864;0.7991946185035789
pb3;2;BGL7;winkel;438447.3462886188;44.36379098336728;309;2535;11291;516;-2717;178.13791151010903;0.0017408030108272414
pb3;2;BGL7;winkellog;437320.2078907966;44.24974277960099;313;5238;8593;935;-1276;179.299723632079;3.392612457346624e-05
pb3;2;BGL8;euklid;2370412.537651172;186.4118069873523;387;6644;10042;854;-1084;525.8082215623228;1.9652630344920345
pb3;2;BGL8;winkel;700674.4417507207;55.101796299993765;805;7756;9172;1346;-1164;174.46027504937763;0.010776251364285989
pb3;2;BGL8;winkellog;758854.7973975181;59.67716242509579;226;14373;4128;3207;-975;179.26091433715212;3.460110002077297e-05
pb3;2;Control1;euklid;1997127.8275054083;212.07686391689586;268;9644;2751;2029;-565;528.3502002723952;0.6477437675074493
pb3;2;Control1;winkel;561253.9170764426;59.60007614701525;273;12035;1841;2266;-580;178.4264691642292;0.0013457834420587793
pb3;2;Control1;winkellog;518961.69832270686;55.10902605104671;271;11073;3064;2335;-580;177.28251876460243;3.2054490327686096e-07
pb3;2;Control2;euklid;1835964.978957873;202.13200252756502;601;0;11789;0;-2682;515.5561704618476;0.9852357523590085
pb3;2;Control2;winkel;496874.18358482135;54.70375245896965;673;0;12896;0;-2716;179.59133772268473;0.0020840476548957274
pb3;2;Control2;winkellog;440729.6906485682;48.52248052940308;306;0;13336;0;-2716;179.59133772268473;2.2733946691860022e-06
pb3;2;Control3;euklid;2059768.6558201045;220.2961129219363;278;8693;2190;755;-176;517.0182747113444;0.5652456274063633
pb3;2;Control3;winkel;488458.35070955695;52.24153483524673;274;8602;4684;1634;-1393;178.87315514616697;0.008733349125278842
pb3;2;Control3;winkellog;504835.1561607626;53.99306483002808;82;12371;0;1638;0;179.34930726169603;0.00013699011009307536
pb3;2;Control4;euklid;1962934.022153332;155.59083878831103;695;13699;1675;1551;-244;466.2546212073277;2.22602509384784
pb3;2;Control4;winkel;483994.9134008135;38.3635790584031;848;12743;3323;1629;-486;178.08886328047305;0.00033371520746871864
pb3;2;Control4;winkellog;474067.41249707964;37.57668139640771;848;12818;3356;1629;-486;177.5088799389734;5.175408009704915e-05
pb3;2;Control5;euklid;5148392.079617753;253.2037613543379;301;0;24485;0;-3780;739.4697472680672;7.807490978793067
pb3;2;Control5;winkel;1342121.292772908;66.00704730108238;668;299;27331;133;-4850;166.7431348338195;0.007666253410178155
pb3;2;Control5;winkellog;1340972.869911563;65.95056656231559;668;299;27323;133;-4850;166.7431348338195;0.00766625341016684
pb3;2;Control6;euklid;2682723.1503580343;194.86621270850833;195;6466;12476;1701;-2952;515.7193579667546;0.11082603259444011
pb3;2;Control6;winkel;783578.2187719677;56.917136541873155;72;8826;12092;2051;-3452;179.847231545486;0.00019916546440931494
pb3;2;Control6;winkellog;774733.0224576198;56.274643891742556;75;9345;11437;2051;-3452;179.847231545486;0.00019916478888276127
pb3;2;Control7;euklid;1706908.9720332732;176.88175875992468;602;519;12580;94;-2880;497.62909558540605;1.8130241846429311
pb3;2;Control7;winkel;697657.0725777333;72.29606969717443;168;553;14316;132;-4494;178.48168302562797;0.0030310147680493514
pb3;2;Control7;winkellog;620351.2942710547;64.28510821461707;181;0;14700;0;-4096;178.2675504639205;2.95226930519462e-06
pb3;2;Control8;euklid;2098756.9572905554;157.2102589730753;419;14370;2787;2442;-579;515.5607164405702;0.5045136885388096
pb3;2;Control8;winkel;726016.3610485817;54.38324801862035;128;17653;2217;5571;-578;179.78250070914453;0.004849063101818491
pb3;2;Control8;winkellog;672342.9214481639;50.36276565154786;69;17049;2788;5572;-581;179.78250070914453;2.7701412937270205e-05
pb4;1;Spot1;euklid;2623972.4670565715;161.64433358322992;1076;9151;10585;1252;-1244;517.0973622120514;0.9130950020730331
pb4;1;Spot1;winkel;608885.16755109;37.50909675051377;492;13682;8283;2289;-1241;179.8771668684672;0.00034671410341833127
pb4;1;Spot1;winkellog;520686.7332520744;32.07581674687824;490;7116;15879;1248;-3140;179.87716622820582;8.351565953095125e-07
pb4;1;Spot2;euklid;2424364.0061507276;128.72957076146804;1289;16306;6701;1468;-580;634.6118027974752;0.48401522512270423
pb4;1;Spot2;winkel;617290.3683044865;32.77705985793482;1119;20382;4308;2816;-700;179.41570444357893;0.0009633722450483653
pb4;1;Spot2;winkellog;603195.9196469252;32.028668807249254;1119;20036;4649;2816;-700;179.41570444313643;9.057786368566897e-08
pb4;1;Spot3;euklid;3771073.1073959135;128.7099596367082;1175;7864;30193;307;-7094;504.43761462493205;0.2283444486741309
pb4;1;Spot3;winkel;1090986.737893191;37.236313112843135;1310;13596;25546;582;-4066;179.8883874796944;0.0007413346609302683
pb4;1;Spot3;winkellog;737828.9005473027;25.182733217765204;1181;20967;20302;3834;-4066;179.8883874796944;9.689644905687419e-07
pb4;1;Spot4;euklid;3571152.8514487194;129.54918564349995;1841;15527;18734;761;-879;741.9218848128105;0.20503284609536623
pb4;1;Spot4;winkel;925513.5844650537;33.57446072934244;282;25310;12847;3036;-988;179.31615077170852;0.00038355252493803125
pb4;1;Spot4;winkellog;839061.2910303938;30.43826783103801;286;20231;17772;2247;-1148;179.31615077170844;3.691332794234337e-07
pb4;1;Spot5;euklid;2482650.936510029;77.34356012679612;1485;33207;5680;748;-764;509.2574527070417;0.05760341283010493
pb4;1;Spot5;winkel;672523.3194872537;20.951534922809238;1478;39488;1742;1484;-188;178.5913582893304;0.0006139433990281174
pb4;1;Spot5;winkellog;521702.33688528003;16.252915570119942;1478;39184;1742;1054;-188;178.59135670314419;1.6130761549807201e-06
pb4;1;Spot6;euklid;2365273.8377673333;97.07271762978466;1411;22962;6808;690;-371;425.80450209349823;0.19946034942781146
pb4;1;Spot6;winkel;687872.1721710173;28.230820494583323;496;18431;13758;764;-1043;179.09896206226887;0.00033556345592739565
pb4;1;Spot6;winkellog;639351.2913303722;26.239484992627933;1553;21865;9090;2679;-1043;178.3717966141116;1.0882353699514022e-05
pb4;1;Spot7;euklid;2639054.1484934;141.63334666953253;963;7664;15203;332;-1803;552.3322471162825;0.3081418570704983
pb4;1;Spot7;winkel;700513.8665029859;37.59533443369216;351;14286;11429;806;-1767;178.13503895851898;6.056379229554676e-05
pb4;1;Spot7;winkellog;981855.1020058421;52.69441861245329;213;6464;21957;806;-5452;173.82981218483627;1.7488661359774834e-06
pb4;1;Spot8;euklid;2503671.40465791;104.76050900279971;1158;29834;1230;3946;-133;402.36269713053974;0.2944145883885719
pb4;1;Spot8;winkel;791918.7172745822;33.136060809012186;1666;29416;4427;4827;-1404;179.25585747290603;0.0010999202698494784
pb4;1;Spot8;winkellog;620666.7143974446;25.97040522186889;1157;34430;1266;8477;-108;178.90363780903473;1.5716716122509082e-06
pb4;1;GL1;euklid;4528324.421602623;136.26397513248142;1146;23518;19363;2450;-2132;672.397926248026;1.590278734764981
pb4;1;GL1;winkel;1203205.3330177264;36.206226920369716;1251;31798;14235;2446;-2596;177.36986585897205;0.0036353543510992715
pb4;1;GL1;winkellog;1054075.6576296906;31.718694560354194;1153;24592;22204;2446;-3220;155.82759608070626;1.8762731820515717e-06
pb4;1;GL2;euklid;2506971.0506877783;169.01308236282466;1510;17910;452;3596;-100;380.2950204490118;1.7154311452316855
pb4;1;GL2;winkel;907030.9414326595;61.149527501696184;1173;2586;16162;274;-2844;177.1690775396304;0.004111506713728452
pb4;1;GL2;winkellog;833730.7151709627;56.20782816496749;1173;2586;16162;274;-2844;177.1690775396304;9.902054986539262e-05
pb4;1;GL3;euklid;3706056.0539610065;169.23403141517906;555;8163;18238;444;-2932;750.8472617188024;4.951818225556436
pb4;1;GL3;winkel;1099162.494163651;50.19236011524047;554;7174;24339;719;-5757;179.84839091064396;0.01383106880617484
pb4;1;GL3;winkellog;902222.3814352603;41.19925025961278;554;8801;22203;389;-5757;178.8380612201739;0.0007132497382274101
pb4;1;GL4;euklid;3625361.3962300946;167.07504475920985;1915;11698;17280;1447;-5688;677.9163931480049;5.147742098696587
pb4;1;GL4;winkel;1020393.7077649356;47.02491855684297;1290;7402;21472;518;-4993;177.70968872182956;0.012442453027071301
pb4;1;GL4;winkellog;860079.3134458171;39.63681798450698;1290;7402;20836;518;-4743;178.80175968535178;2.629764286574445e-05
pb4;1;GL5;euklid;2311705.7943065227;79.44279165285826;1464;19581;15746;571;-1961;476.3738016449505;1.7944501176292873
pb4;1;GL5;winkel;835906.1798533058;28.726285434320967;1087;16231;19569;388;-1965;159.88784942780052;0.006185234055684538
pb4;1;GL5;winkellog;636291.4271893528;21.866436207063913;1165;15988;20296;388;-1965;175.84557930229488;0.00011006195554293478
pb4;1;GL6;euklid;2721414.563032182;128.98310645206797;1047;10021;14776;584;-1124;525.9658718232946;1.2829371721960565
pb4;1;GL6;winkel;666485.0452657803;31.58846605364142;1047;9259;17221;588;-1043;152.36344074374574;0.003653080441479198
pb4;1;GL6;winkellog;705867.7978462876;33.455035681609914;1047;13150;14858;1700;-1041;174.12564672704067;0.005808126481702477
pb4;1;GL7;euklid;3197978.047884531;147.82868986661725;719;11162;13749;555;-804;633.3617691202247;0.702037840907831
pb4;1;GL7;winkel;811621.51829589;37.51775150445569;1415;6837;19470;434;-1857;174.05494816719246;0.011101435350396082
pb4;1;GL7;winkellog;716588.7078683907;33.12479581511537;1236;9867;17269;434;-1857;174.05494816719147;1.8785296930329192e-05
pb4;1;GL8;euklid;2343144.8254118674;95.90082369794406;1164;12258;16873;604;-1936;414.2721487688361;0.3295393442328486
pb4;1;GL8;winkel;822121.9040637662;33.648013099650726;1293;13281;17859;597;-1897;173.93139492494862;0.002624540044235609
pb4;1;GL8;winkellog;656432.4996149859;26.866635272581586;1171;17760;14201;1399;-1896;173.93139492485662;5.668416498040474e-05
pb4;1;BGL1;euklid;2969534.8859169683;125.12260927472163;267;23428;5207;1521;-381;460.5189098566132;2.770070901860204
pb4;1;BGL1;winkel;543455.9701763362;22.89874732129677;271;22444;9352;691;-2108;179.76925997867752;0.014413758262770861
pb4;1;BGL1;winkellog;592448.705870246;24.96307697595104;269;22612;7978;691;-2108;176.49815949458022;4.216202304374612e-05
pb4;1;BGL2;euklid;2292617.834784176;100.11868792454588;322;21252;7139;892;-1208;448.7323937134888;0.34249756149209304
pb4;1;BGL2;winkel;455172.5884352071;19.877400254823666;284;25488;3814;1614;-512;170.8808451247497;0.0010108128320853538
pb4;1;BGL2;winkellog;397084.5401839556;17.34069348809798;234;25589;3814;1614;-512;160.799849444651;1.5002910688811333e-06
pb4;1;BGL3;euklid;5911831.547908012;199.00466381351237;1360;34166;1710;5828;-412;562.5041718985033;0.20482834439217967
pb4;1;BGL3;winkel;1554929.1932208845;52.342181749112484;74;33645;5227;5882;-907;176.45480998027188;0.02739259279639217
pb4;1;BGL3;winkellog;1571326.3383243883;52.894144084706916;210;36327;2884;5888;-765;174.2481652237813;0.00011742303246816522
pb4;1;BGL4;euklid;2683625.2644672045;141.49663948472025;638;19535;4017;3806;-268;492.9166388124574;3.439160629347244
pb4;1;BGL4;winkel;779936.4878365132;41.12287713996168;339;21415;5628;3808;-1566;177.8991699083089;0.00709357617362633
pb4;1;BGL4;winkellog;669556.0007008833;35.30296323425516;640;21355;3883;3808;-647;177.89916990829732;0.00012564741256563595
pb4;1;BGL5;euklid;3767673.391575065;116.40837272369353;618;27774;12666;1748;-641;557.3151764844022;3.0371724332526506
pb4;1;BGL5;winkel;810223.6897946498;25.033173385486307;612;18955;25262;738;-6204;179.98430365077203;0.0068508176378537615
pb4;1;BGL5;winkellog;797099.206671239;24.627671218909935;137;30690;13302;3074;-689;179.80993751963737;5.868919580792393e-07
pb4;1;BGL6;euklid;3111523.9489160874;125.63691952338236;996;21071;9553;826;-630;636.2181371008485;1.5968674868040724
pb4;1;BGL6;winkel;682853.9971061986;27.572236013332738;997;25689;6317;1210;-963;160.88736860652506;0.0008387960008342865
pb4;1;BGL6;winkellog;618337.1188118574;24.967177534194356;997;25723;6253;1210;-899;160.88736854012618;5.0429316851709584e-05
pb4;1;BGL7;euklid;2539284.286847898;128.46728153637042;2323;16671;5976;1272;-1271;421.9194561542336;1.2531185654495607
pb4;1;BGL7;winkel;925761.9841882153;46.83608136133843;3752;17427;4886;1340;-592;176.7115416212316;0.00011944595392985314
pb4;1;BGL7;winkellog;782068.5925919644;39.56635599473664;3657;14374;9654;1340;-1500;173.4805444203945;4.144267899259066e-06
pb4;1;BGL8;euklid;3952283.788190129;155.40593693732814;1207;5561;21718;396;-1040;381.3051823707204;0.3592849971693386
pb4;1;BGL8;winkel;1402199.0688647483;55.13522604847233;324;17023;14690;3093;-1244;177.25761701714367;0.02112737141601497
pb4;1;BGL8;winkellog;1175983.2742567083;46.24029861028265;1183;16949;14502;3096;-1753;173.7585768725025;2.54755585600879e-05
pb4;1;Control1;euklid;2970868.7578837094;157.7480357820692;415;10191;14091;643;-1644;561.9428455099247;0.6618493757681474
pb4;1;Control1;winkel;904327.9797739099;48.01826473604364;245;14970;11279;2133;-1489;179.580891268953;6.765314440359292e-05
pb4;1;Control1;winkellog;822335.6843316931;43.66461447096549;293;27730;1674;8272;-411;179.96774467058353;5.834512466519862e-06
pb4;1;Control2;euklid;2945487.8362680967;162.14289531366822;468;6970;16410;1731;-3127;672.1457354430466;0.3831375646566169
pb4;1;Control2;winkel;710856.2493829582;39.13113780595388;470;7906;18451;1760;-3388;179.40746939073378;0.0016696108496288037
pb4;1;Control2;winkellog;705334.5613110159;38.82718051915754;811;14077;10310;1760;-3388;176.92389745846035;1.2569444976475645e-09
pb4;1;Control3;euklid;3532888.506344396;188.93462251159934;1854;11636;11484;884;-2190;628.6665649440273;0.3932190146630647
pb4;1;Control3;winkel;829946.1562390411;44.384520896253335;1107;12785;11808;1041;-1881;179.97861590069257;0.000499260519494943
pb4;1;Control3;winkellog;814267.1794737382;43.54602810170267;1103;8826;15150;564;-3619;179.97861590069257;5.432059758266563e-07
pb4;1;Control4;euklid;4113704.847868838;163.03522700811817;65;23016;9523;4972;-764;1188.7837365730252;0.9703721004569914
pb4;1;Control4;winkel;786786.6071817701;31.182094450767682;198;16342;22189;4965;-5960;179.80953055800362;0.00021812538216509298
pb4;1;Control4;winkellog;747495.7997593075;29.624912799592085;645;16009;21214;4965;-3973;178.92647131765096;2.076714964299584e-06
pb4;1;Control5;euklid;10908438.306924025;268.25128014076046;677;0;56387;0;-10564;1196.160489827569;0.29270977515585905
pb4;1;Control5;winkel;1880106.595253717;46.23402422854339;449;0;60856;0;-14601;179.63625850336612;0.004122407659671254
pb4;1;Control5;winkellog;1963948.8068963338;48.295802456567905;449;0;63375;0;-18340;179.92236415482333;0.0003056030224954884
pb4;1;Control6;euklid;4514954.189975417;163.9833723159633;275;2811;31952;380;-3948;681.226498719221;0.8287793922183984
pb4;1;Control6;winkel;1316044.0470951812;47.798788620752596;786;7950;30820;1435;-4491;179.6444931016113;0.0003222359362185264
pb4;1;Control6;winkellog;1290423.64413091;46.86825424512077;918;12637;25269;3141;-2903;179.92615974796428;2.408236584060197e-06
pb4;1;Control7;euklid;3712088.7519033514;192.33620476183168;880;21569;2439;4064;-255;747.6860298999026;0.5898852349586854
pb4;1;Control7;winkel;1078608.8384798134;55.88646831501624;1896;18426;7296;4416;-1643;179.08864687087896;0.0005523737343972692
pb4;1;Control7;winkellog;972176.2759127247;50.37182776749869;797;20512;7118;4416;-1643;179.26792200354527;8.096014160913994e-05
pb4;1;Control8;euklid;5809900.488791218;217.60741933372853;552;35316;7959;15214;-1318;493.58121181401145;0.7729042138147425
pb4;1;Control8;winkel;1395919.976814211;52.28360525915619;885;28344;12260;9276;-2836;179.7722538839153;0.00047414040989318684
pb4;1;Control8;winkellog;1318771.0717444106;49.39402493518149;885;28880;12283;9276;-2836;178.94673845363644;4.806643954057309e-08
pb5;1;Spot1;euklid;917015.0466134665;112.97462690815159;773;6233;2929;572;-332;454.01863049640156;1.5815233376352635
pb5;1;Spot1;winkel;216059.1584443378;26.618105019630136;737;4620;5244;203;-541;179.7183654507712;0.0005727039543427235
pb5;1;Spot1;winkellog;168487.1164117333;20.757313836606293;737;4620;5244;203;-541;179.71836481107505;1.9012257005825757e-06
pb5;1;Spot2;euklid;1451903.3427232231;154.17896811332943;609;7531;4178;588;-341;542.2401093187073;1.4012914618967796
pb5;1;Spot2;winkel;404726.45201911824;42.97827885941576;610;7710;3702;412;-316;179.585641434514;0.008593171149188518
pb5;1;Spot2;winkellog;365081.86357436306;38.76838309168133;610;7334;4277;412;-352;179.585641434514;9.331428244190956e-06
pb5;1;Spot3;euklid;1825919.7378016307;124.63615957690313;786;10914;7224;454;-662;561.7911743299505;0.5172465791454617
pb5;1;Spot3;winkel;706475.3701243404;48.2235747525147;612;2207;16758;84;-2532;178.45126358952407;0.0007150098150722014
pb5;1;Spot3;winkellog;669308.3727163807;45.68657834241507;604;14942;5247;2860;-478;177.92185630740616;4.937404916711121e-06
pb5;1;Spot4;euklid;2080995.8940377627;150.89521383784808;674;16760;1267;3408;-100;478.10866319457523;0.8117991478263382
pb5;1;Spot4;winkel;487009.32154230616;35.31356112988951;134;18104;1787;3397;-484;179.43002568856235;0.0003380480068658419
pb5;1;Spot4;winkellog;448819.793225935;32.5443980295798;136;18087;1483;3420;-108;173.56628950591463;5.957178808470674e-06
pb5;1;Spot5;euklid;2913589.3554098164;181.53204706603216;528;16954;2672;1427;-218;570.2629184803958;0.15899910734248168
pb5;1;Spot5;winkel;689964.2528533748;42.98842696905762;753;19266;1992;1340;-92;179.56371929441917;0.00019423491183642939
pb5;1;Spot5;winkellog;591575.6131020198;36.85829365121619;192;19448;2334;1340;-92;179.103130010039;0.00019423491183642939
pb5;1;Spot6;euklid;1855759.9924172773;152.32372916500677;608;13986;1872;1871;-369;496.294661710005;0.8085289702538698
pb5;1;Spot6;winkel;569208.4638166048;46.72153523898915;44;8008;8805;406;-1698;176.56639462715256;6.0816017410362806e-05
pb5;1;Spot6;winkellog;588434.2149696351;48.299615445262674;37;0;17841;0;-3256;179.54218849417109;1.4888471585075105e-05
pb5;1;Spot7;euklid;1111382.8834597329;119.2854871159958;616;4938;6535;421;-342;393.829304022396;0.0970771902405913
pb5;1;Spot7;winkel;313262.42720291787;33.62267116055789;176;5056;7863;422;-548;176.55875531222958;0.0008792616818646656
pb5;1;Spot7;winkellog;512202.2866702457;54.975022718712644;170;805;13111;190;-3076;177.03696295166907;7.210590445555256e-08
pb5;1;Spot8;euklid;1261440.498815244;105.5598743778447;587;10223;4708;795;-220;470.1911461337148;0.1561055477475213
pb5;1;Spot8;winkel;314755.50238280697;26.33937258433531;727;10807;4302;794;-206;176.5267410194482;0.0007603950819865894
pb5;1;Spot8;winkellog;285993.0071093024;23.932469214167565;729;10107;5095;793;-206;176.39765966033178;9.594328877804996e-07
pb5;1;GL1;euklid;2270351.183598242;136.63644581116043;418;10923;10561;1221;-1326;483.8263446283933;1.14747822144489
pb5;1;GL1;winkel;585885.4489027709;35.260318301803736;113;11700;10714;1462;-1326;174.43788227494082;0.015864500570863433
pb5;1;GL1;winkellog;551440.8653420159;33.187341438493974;153;11878;10669;1462;-1326;174.39588065844123;1.095521534731739e-05
pb5;1;GL2;euklid;1192186.802259498;160.73706380740165;605;2132;6835;445;-804;530.4291548002549;2.019445355493786
pb5;1;GL2;winkel;320451.640703092;43.20502099273183;524;3920;5845;503;-1172;178.17236796866877;0.005306240990810433
pb5;1;GL2;winkellog;334414.3382585355;45.087547291160234;524;3983;5969;503;-1198;178.17236796866877;5.202079087022769e-06
pb5;1;GL3;euklid;1414998.940823886;129.2236475638252;356;10186;3088;860;-396;466.57051423599887;1.3675929971262466
pb5;1;GL3;winkel;317547.9809705723;28.999815613750894;352;11698;2596;952;-391;168.45105336125854;0.00341429407889783
pb5;1;GL3;winkellog;290123.19145289744;26.495268625835383;340;10897;3221;952;-386;152.8848680826973;2.254690802884053e-06
pb5;1;GL4;euklid;1432586.8032131994;132.03565006573265;551;6059;6500;194;-572;583.9327301636006;2.482563543747779
pb5;1;GL4;winkel;512308.5511216075;47.21737798355829;541;1360;13349;180;-3281;169.60812752815048;0.0004959454926554451
pb5;1;GL4;winkellog;449927.6000586792;41.467981572228496;537;671;14041;85;-3281;175.77219893820873;6.533021981166427e-06
pb5;1;GL5;euklid;1742635.4237359487;119.76875764508239;192;15354;3231;1322;-414;515.2974177715765;0.8400595342974937
pb5;1;GL5;winkel;721509.5367713482;49.588284314182005;716;11844;7986;1297;-1940;179.26993031979805;0.0003700495702164168
pb5;1;GL5;winkellog;567515.0537931498;39.00447105107558;367;14356;5085;1344;-922;179.59580798412034;4.382231348224184e-05
pb5;1;GL6;euklid;1323928.9599216809;125.49089667504084;651;7903;4577;565;-371;637.7193305054628;1.976086100947657
pb5;1;GL6;winkel;581621.9865660855;55.1300461200081;636;1855;11974;102;-1695;179.3313846149732;0.0009946419007683855
pb5;1;GL6;winkellog;408265.632385492;38.698164207155635;636;6605;6707;677;-1091;174.9146843644578;0.0009946390485704316
pb5;1;GL7;euklid;1419221.3598197869;131.21499258688857;390;9919;2774;862;-210;534.316862404366;2.0229641566406507
pb5;1;GL7;winkel;339131.677069194;31.354629906545302;398;10495;2945;860;-215;164.24340096579368;0.015183398806412281
pb5;1;GL7;winkellog;289008.0203737042;26.720416084846914;398;10514;2945;860;-215;162.6833797057257;6.569980517794191e-06
pb5;1;GL8;euklid;1197934.8934231012;98.05475103733332;762;7286;6336;262;-394;440.2177898098152;2.7605387141106728
pb5;1;GL8;winkel;428851.1076121096;35.102816371622296;316;9057;6378;339;-259;170.75804918440144;0.031223736386539032
pb5;1;GL8;winkellog;315863.9865696432;25.854463990312123;780;7729;6840;339;-292;170.17867687673322;1.9522419525144703e-06
pb5;1;BGL1;euklid;2495307.1069877297;210.27278225227352;288;495;15596;81;-2860;558.9104253310252;2.237438610040267
pb5;1;BGL1;winkel;361886.89927437576;30.49523040990779;740;9753;6096;780;-750;162.06289034757333;0.0014094825499522314
pb5;1;BGL1;winkellog;558058.5748759977;47.02608703766729;361;178;15708;80;-2880;177.8352767608962;0.0001509635569908401
pb5;1;BGL2;euklid;1241073.9218544932;108.31505689077441;212;12821;354;453;-118;455.6286137437278;0.9067714099236373
pb5;1;BGL2;winkel;267001.4659474473;23.302624013566703;239;12502;1675;453;-493;176.79460512177957;0.006710590149687038
pb5;1;BGL2;winkellog;238061.01344221545;20.776838317526224;139;12580;1775;453;-493;176.79460496312174;0.00043101892282898594
pb5;1;BGL3;euklid;2431249.9035885157;163.7205322281829;963;15517;1426;646;-141;702.7626091118234;0.968707278998816
pb5;1;BGL3;winkel;593858.0028216554;39.99043790044817;39;17725;1380;1323;-114;179.87335948178918;0.005097419860454623
pb5;1;BGL3;winkellog;568936.3344881278;38.3122110766416;146;18218;737;1323;-72;179.87249786807547;0.00011412673356950104
pb5;1;BGL4;euklid;1903835.464658626;158.87803260107034;683;10689;3778;1274;-256;510.70955374236917;5.846483587121211
pb5;1;BGL4;winkel;734878.3086006257;61.32673859639704;723;15510;2651;4183;-350;179.69925677830182;0.006140819820868379
pb5;1;BGL4;winkellog;688282.946270243;57.438283090231415;215;16316;2625;4276;-350;179.69925677830182;0.0003652478181825835
pb5;1;BGL5;euklid;1889994.496704553;116.78888319252012;334;12376;7698;386;-1125;547.577738163763;4.14342078729136
pb5;1;BGL5;winkel;457948.44565315166;28.298118127241654;802;8776;12331;316;-1172;175.64043134364067;0.02477498676242451
pb5;1;BGL5;winkellog;373789.6343742538;23.09767251895531;390;11289;10363;621;-1172;179.53989134491027;8.391903221417728e-05
pb5;1;BGL6;euklid;2049259.7954461435;165.4897678628881;522;12885;2719;1081;-395;487.4375407670992;0.6605885230580746
pb5;1;BGL6;winkel;757769.9517876122;61.19437549766714;110;4967;14011;309;-4679;179.78640069002495;0.01007474949805617
pb5;1;BGL6;winkellog;578923.509144724;46.75147453320876;378;4649;13044;309;-3255;179.63263814373357;1.4653030937589633e-05
pb5;1;BGL7;euklid;994988.1072844223;100.595299492915;175;9365;3518;628;-228;713.5983211431997;1.1322961538670568
pb5;1;BGL7;winkel;419532.7583105786;42.41560593575762;177;3922;10047;476;-2048;178.6762234455582;0.0010818983128249974
pb5;1;BGL7;winkellog;322612.02561113116;32.61672486211012;177;3857;10367;476;-2058;158.07285245072345;8.480365565921325e-05
pb5;1;BGL8;euklid;2221652.4006100823;174.71314883690488;525;4143;12344;721;-1416;600.2189576180414;0.6394504705599234
pb5;1;BGL8;winkel;787359.3671919571;61.91879263856221;37;18394;1087;4488;-436;179.13036425042225;0.01501245934066452
pb5;1;BGL8;winkellog;601584.1474598993;47.30922833122832;524;2921;14414;756;-1604;176.46317506319517;7.811099293029023e-05
pb5;1;Control1;euklid;1810047.40207686;192.23103250603864;39;4755;7012;507;-564;609.6662065406199;1.7448165380831677
pb5;1;Control1;winkel;490836.31067872787;52.12790045441035;126;4089;8912;503;-1263;179.7891887960958;0.0014170109268478756
pb5;1;Control1;winkellog;445387.34775480477;47.30112019486032;126;4102;8899;503;-1263;179.7891887960958;5.8647957718066915e-06
pb5;1;Control2;euklid;1617423.6307527064;178.07152160659544;604;3931;7090;938;-536;508.49269348717513;1.0115954190078134
pb5;1;Control2;winkel;508828.66332451475;56.01989027023173;1003;7756;4392;1427;-571;179.69585531415433;0.0019873134581170084
pb5;1;Control2;winkellog;361859.9625008366;39.83925602783624;458;5032;7140;940;-571;178.5764389294554;3.699536833983695e-05
pb5;1;Control3;euklid;1791657.131812204;191.45726990940415;368;7791;4543;1804;-549;683.5116866931961;0.17064837713865175
pb5;1;Control3;winkel;436081.5111140319;46.599862269077995;570;2558;10329;572;-2044;178.36131108377896;0.0008165174418435373
pb5;1;Control3;winkellog;373591.00612157735;39.92209939320126;570;2611;10351;572;-2044;178.36131108377788;2.616777341915665e-05
pb5;1;Control4;euklid;2128581.0327575733;168.70738152948985;605;842;15241;106;-1449;519.7764975652453;0.4435617880697767
pb5;1;Control4;winkel;521354.11682053294;41.32155954827082;776;1473;15047;125;-2052;179.5877296853633;0.0011981164096738568
pb5;1;Control4;winkellog;520105.3758105473;41.22258665376455;35;2182;15871;125;-2052;179.5689180715332;2.581165615247573e-06
pb5;1;Control5;euklid;5033609.699901664;247.55863374325793;2738;876;23076;188;-3235;684.6943382058345;0.9775859334935787
pb5;1;Control5;winkel;1150985.816983573;56.60678783177951;2116;1306;24355;550;-2946;179.8378914702461;0.0028057650774396905
pb5;1;Control5;winkellog;1180381.6907644244;58.05251024268059;2114;3392;22228;643;-2946;179.8378914702461;0.006745297362057925
