path_ref,path_query,ref_x,ref_y,query_x,query_y
0,0,956.6332225361476,530.0067890975572,945.4,508.4
1,1,956.6332225361476,530.0067890975572,945.4,508.4
2,2,956.6332225361476,530.0067890975572,945.4,508.4
3,3,956.6332225361476,530.0067890975572,945.4,508.4
4,4,956.6332225361476,530.0067890975572,945.4,508.4
5,5,956.6332225361476,530.0067890975572,945.4,508.4
6,6,956.6332225361476,530.0067890975572,945.4,508.4
7,7,956.6332225361476,530.0067890975572,945.4,508.4
8,8,956.6332225361476,530.0067890975572,945.4,508.4
9,9,956.6332225361476,530.0067890975572,945.4,508.4
10,10,956.6332225361476,530.0067890975572,945.4,508.4
11,11,956.6332225361476,530.0067890975572,945.4,508.4
12,12,956.6332225361476,530.0067890975572,945.4,508.4
13,13,956.6332225361476,530.0067890975572,945.4,508.4
14,14,956.6332225361476,530.0067890975572,945.4,508.4
15,15,956.6332225361476,530.0067890975572,945.4,508.4
16,16,956.6332225361476,530.0067890975572,945.4,508.4
17,17,956.6332225361476,530.0067890975572,945.4,508.4
18,18,956.6332225361476,530.0067890975572,945.4,508.4
19,19,956.6332225361476,530.0067890975572,945.4,508.4
20,20,956.6332225361476,530.0067890975572,945.4,508.4
21,21,956.6332225361476,530.0067890975572,945.4,508.4
22,22,956.6332225361476,530.0067890975572,945.4,508.4
23,23,956.6332225361476,530.0067890975572,945.4,508.4
24,24,956.6332225361476,530.0067890975572,945.4,508.4
25,25,956.6332225361476,530.0067890975572,945.4,508.4
26,26,956.6332225361476,530.0067890975572,945.4,508.4
27,27,956.6332225361476,530.0067890975572,945.4,508.4
28,28,956.6332225361476,530.0067890975572,945.4,508.4
29,29,956.6332225361476,530.0067890975572,945.4,508.4
30,30,956.6332225361476,530.0067890975572,945.4,508.4
31,31,956.6332225361476,530.0067890975572,945.4,508.4
32,32,956.6332225361476,530.0067890975572,945.4,508.4
33,33,956.6332225361476,530.0067890975572,945.4,508.4
34,34,956.6332225361476,530.0067890975572,945.4,508.4
35,35,956.6332225361476,530.0067890975572,945.4,508.4
36,36,956.6332225361476,530.0067890975572,945.4,508.4
37,37,956.6332225361476,530.0067890975572,945.4,508.4
38,38,956.6332225361476,530.0067890975572,945.4,508.4
39,39,956.6332225361476,530.0067890975572,945.4,508.4
40,40,956.6332225361476,530.0067890975572,945.4,508.4
41,41,956.6332225361476,530.0067890975572,945.4,508.4
42,42,956.6332225361476,530.0067890975572,945.4,508.4
43,43,956.6332225361476,530.0067890975572,945.4,508.4
44,44,956.6332225361476,530.0067890975572,945.4,508.4
45,45,956.6332225361476,530.0067890975572,945.4,508.4
46,46,956.6332225361476,530.0067890975572,945.4,508.4
47,47,956.6332225361476,530.0067890975572,945.4,508.4
48,48,956.6332225361476,530.0067890975572,945.4,508.4
49,49,956.6332225361476,530.0067890975572,945.4,508.4
50,50,956.6332225361476,530.0067890975572,945.4,508.4
51,51,956.6332225361476,530.0067890975572,945.4,508.4
52,52,956.6332225361476,530.0067890975572,945.4,508.4
53,53,956.6332225361476,530.0067890975572,945.4,508.4
54,54,956.6332225361476,530.0067890975572,945.4,508.4
55,55,956.6332225361476,530.0067890975572,945.4,508.4
56,56,956.6332225361476,530.0067890975572,945.4,508.4
57,57,956.6332225361476,530.0067890975572,945.4,508.4
58,58,956.6332225361476,530.0067890975572,945.4,508.4
59,59,956.6332225361476,530.0067890975572,945.4,508.4
60,60,956.6332225361476,530.0067890975572,945.4,508.4
61,61,956.6332225361476,530.0067890975572,945.4,508.4
62,62,956.6332225361476,530.0067890975572,945.4,508.4
63,63,956.6332225361476,530.0067890975572,945.4,508.4
64,64,956.6332225361476,530.0067890975572,945.4,508.4
65,65,956.6332225361476,530.0067890975572,945.4,508.4
66,66,956.6332225361476,530.0067890975572,945.4,508.4
67,67,956.6332225361476,530.0067890975572,945.4,508.4
68,68,956.6332225361476,530.0067890975572,945.4,508.4
69,69,956.6332225361476,530.0067890975572,945.4,508.4
70,70,956.6332225361476,530.0067890975572,945.4,508.4
71,71,956.6332225361476,530.0067890975572,945.4,508.4
72,72,956.6332225361476,530.0067890975572,945.4,508.4
73,73,956.6332225361476,530.0067890975572,945.4,508.4
74,74,956.6332225361476,530.0067890975572,945.4,508.4
75,75,956.6332225361476,530.0067890975572,945.4,508.4
76,76,956.6332225361476,530.0067890975572,945.4,508.4
77,77,956.6332225361476,530.0067890975572,945.4,508.4
78,78,956.6332225361476,530.0067890975572,945.4,508.4
79,79,956.6332225361476,530.0067890975572,945.4,508.4
80,80,956.6332225361476,530.0067890975572,945.4,508.4
81,81,956.6332225361476,530.0067890975572,945.4,508.4
82,82,956.6332225361476,530.0067890975572,945.4,508.4
83,83,956.6332225361476,530.0067890975572,945.4,508.4
84,84,956.6332225361476,530.0067890975572,945.4,508.4
85,85,956.6332225361476,530.0067890975572,945.4,508.4
86,86,956.6332225361476,530.0067890975572,945.4,508.4
87,87,956.6332225361476,530.0067890975572,945.4,508.4
88,88,956.6332225361476,530.0067890975572,945.4,508.4
89,89,956.6332225361476,530.0067890975572,945.4,508.4
90,90,956.6332225361476,530.0067890975572,945.4,508.4
91,91,956.6332225361476,530.0067890975572,945.4,508.4
92,92,956.6332225361476,530.0067890975572,945.4,508.4
93,93,956.6332225361476,530.0067890975572,945.4,508.4
94,94,956.6332225361476,530.0067890975572,945.4,508.4
95,95,956.6332225361476,530.0067890975572,945.4,508.4
96,96,956.6332225361476,530.0067890975572,945.4,508.4
97,97,956.6332225361476,530.0067890975572,945.4,508.4
98,98,956.6332225361476,530.0067890975572,945.4,508.4
99,99,956.6332225361476,530.0067890975572,945.4,508.4
100,100,956.6332225361476,530.0067890975572,945.4,508.4
101,101,956.6332225361476,530.0067890975572,945.4,508.4
102,102,956.6332225361476,530.0067890975572,945.4,508.4
103,103,956.6332225361476,530.0067890975572,945.4,508.4
104,104,956.6332225361476,530.0067890975572,945.4,508.4
105,105,956.6332225361476,530.0067890975572,945.4,508.4
106,106,956.6332225361476,530.0067890975572,945.4,508.4
107,107,956.6332225361476,530.0067890975572,945.4,508.4
108,108,956.6332225361476,530.0067890975572,945.4,508.4
109,109,956.6332225361476,530.0067890975572,945.4,508.4
110,110,956.6332225361476,530.0067890975572,945.4,508.4
111,111,956.6332225361476,530.0067890975572,945.4,508.4
112,112,956.6332225361476,530.0067890975572,945.4,508.4
113,113,956.6332225361476,530.0067890975572,945.4,508.4
114,114,956.6332225361476,530.0067890975572,945.4,508.4
115,115,956.6332225361476,530.0067890975572,945.4,508.4
116,116,956.6332225361476,530.0067890975572,945.4,508.4
117,117,956.6332225361476,530.0067890975572,945.4,508.4
118,118,956.6332225361476,530.0067890975572,945.4,508.4
119,119,956.6332225361476,530.0067890975572,945.4,508.4
