path_ref,path_query,path_distance,ref_x,ref_y,query_x,query_y
0,0,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
0,1,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
0,2,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
0,3,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
1,4,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
2,5,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
3,6,28.02590803149485,1090.3021638173004,439.5342077060476,961.9,535.8
4,7,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,8,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,9,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,10,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,11,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,12,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,13,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,14,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,15,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,16,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,17,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,18,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,19,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,20,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,21,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
4,22,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
5,23,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
6,24,28.02590803149485,944.3021638173003,539.5342077060476,961.9,535.8
7,25,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
8,26,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
9,27,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
10,28,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
11,29,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
12,30,112.6414859958284,947.3021638173003,538.5342077060476,961.9,535.8
13,31,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
14,32,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
15,33,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
16,34,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
17,35,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
18,36,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
19,37,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
20,38,112.6414859958284,950.3021638173003,537.5342077060476,961.9,535.8
21,39,112.6414859958284,953.3021638173003,537.5342077060476,961.9,535.8
22,40,112.6414859958284,953.3021638173003,537.5342077060476,961.9,535.8
23,41,112.6414859958284,953.3021638173003,537.5342077060476,961.9,535.8
24,42,112.6414859958284,953.3021638173003,537.5342077060476,961.9,535.8
25,43,107.75621814479146,953.3021638173003,537.5342077060476,961.9,535.8
26,44,107.75621814479146,953.3021638173003,537.5342077060476,961.9,535.8
27,45,107.75621814479146,953.3021638173003,537.5342077060476,961.9,535.8
28,46,107.75621814479146,953.3021638173003,537.5342077060476,961.9,535.8
29,47,107.75621814479146,956.3021638173003,537.5342077060476,961.9,535.8
30,48,107.75621814479146,956.3021638173003,537.5342077060476,961.9,535.8
31,49,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
32,50,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
33,51,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
34,52,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
35,53,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
36,54,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
37,55,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
38,56,100.07524178229275,956.3021638173003,537.5342077060476,961.9,535.8
39,57,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
40,58,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
41,59,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
42,60,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
43,61,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
44,62,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
45,63,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
46,64,94.13002709672269,956.3021638173003,537.5342077060476,961.9,535.8
47,65,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
48,66,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
49,67,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
50,68,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
51,69,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
52,70,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
53,71,80.64492811859503,956.3021638173003,537.5342077060476,961.9,535.8
54,72,80.64492811859503,956.3021638173003,555.5342077060476,961.9,535.8
55,73,80.64492811859503,956.3021638173003,555.5342077060476,961.9,535.8
56,74,80.64492811859503,956.3021638173003,555.5342077060476,961.9,535.8
57,75,80.64492811859503,956.3021638173003,555.5342077060476,961.9,535.8
