u_0;u_1;v_0;v_1;Euklid;Winkel;Winkel+;Winkelsk;Winkellog
960;540;960;540;0.0;0;0;0;0
961;540;961;541;1.0;45.00000000000001;22.51666049839541;1.254960718519625;3.893690149819141e-06
962;540;962;542;2.0;45.00000000000001;22.566568192793518;2.474923072483086;5.406965565003725e-06
963;540;963;543;3.0;45.0;22.64950330581225;3.66086309683995;7.508372549983394e-06
964;540;964;544;4.0;45.00000000000001;22.765104875664427;4.8137296068615285;1.0426487213284106e-05
965;540;965;545;5.0;45.00000000000001;22.912878474779205;5.934444957243683;1.4478721206927117e-05
966;540;966;546;6.0;45.0;23.092206477510977;7.023905780039799;2.0105847363833372e-05
967;540;967;547;7.0;45.0;23.302360395462088;8.08298370201425;2.7919943536056304e-05
968;540;968;548;8.0;45.00000000000001;23.54251473398711;9.112526041990272;3.8770969476809016e-05
969;540;969;549;9.0;45.0;23.811761799581316;10.11335648875023;5.383921824044179e-05
970;540;970;550;10.0;45.00000000000001;24.10912690248239;11.086275760030587;7.476369775193586e-05
971;540;971;551;11.0;45.0;24.43358344574123;12.032062243138771;0.00010382040590640759
972;540;972;552;12.0;45.0;24.78406746278746;12.951472617704564;0.0001441698886190375
973;540;973;553;13.0;45.0;25.15949125081825;13.84524246106415;0.00020020100441486924
974;540;974;554;14.0;45.0;25.558755838264116;14.714086836761208;0.0002780082800712079
975;540;975;555;15.0;45.00000000000001;25.980762113533164;15.558700866635906;0.00038605476569319503
976;540;976;556;16.0;45.00000000000001;26.42442052344763;16.379760286959414;0.0005360924609892341
977;540;977;557;17.0;45.0;26.888659319497503;17.17792198905899;0.0007444403744193279
978;540;978;558;18.0;45.0;27.37243138634199;17.953824544866094;0.0010337591258501538
979;540;979;559;19.0;45.00000000000001;27.87471972953271;18.708088717807936;0.0014355149139241381
980;540;980;560;20.0;45.00000000000001;28.39454172900137;19.441317959451354;0.0019934004609004096
981;540;981;561;21.0;45.0;28.930952282978865;20.154098892296275;0.0027680842694781964
982;540;982;562;22.0;45.0;29.483045975611137;20.847001779104975;0.0038438032942755833
