u_0;u_1;v_0;v_1;Euklid;Winkel;Winkel+;Winkelsk;Winkellog
960;540;960;540.0;0.0;0;0;0;0
961;540;961;540.5773502691897;0.577350269189651;30.000000000001087;15.008331019804178;0.6848815531366819;2.4440155789663687e-06
962;540;962;541.1547005383793;1.154700538379302;30.000000000001087;15.033296378373453;1.3541276815457994;3.195435289938598e-06
963;540;963;541.7320508075688;1.7320508075688394;29.99999999999946;15.074813431681063;2.0080953323595923;4.17788114831517e-06
964;540;964;542.3094010767585;2.3094010767584905;29.999999999999865;15.132745950421487;2.6471333038271765;5.46238278354904e-06
965;540;965;542.8867513459481;2.8867513459481415;30.000000000000117;15.206906325745608;3.271582431347693;7.141808065377652e-06
966;540;966;543.4641016151378;3.4641016151377926;30.000000000000274;15.297058540778496;3.8817757692578403;9.337577314871954e-06
967;540;967;544.0414518843273;4.04145188432733;29.999999999999698;15.402921800749207;4.47803876846847;1.220844180507064e-05
968;540;968;544.618802153517;4.618802153516981;29.999999999999865;15.524174696259953;5.060689450046653;1.596196121291602e-05
969;540;969;545.1961524227066;5.196152422706632;30.000000000000004;15.660459763365827;5.630038574833658;2.0869509805572116e-05
970;540;970;545.7735026918963;5.773502691896283;30.000000000000117;15.81138830084196;6.186389809191961;2.728589625110014e-05
971;540;971;546.3508529610859;6.350852961085934;30.000000000000192;15.976545308670563;6.730039886967696;3.5675015474917734e-05
972;540;972;546.9282032302755;6.9282032302754715;29.999999999999865;16.15549442140344;7.261278767755649;4.664338704516456e-05
973;540;973;547.5055534994651;7.5055534994651225;29.999999999999954;16.34778272427179;7.780389791551703;6.098400467458889e-05
974;540;974;548.0829037686548;8.082903768654774;30.000000000000043;16.552945357246873;8.2876498298735;7.973366676749272e-05
975;540;975;548.6602540378444;8.660254037844425;30.000000000000107;16.770509831248486;8.783329433432293;0.00010424793236356138
976;540;976;549.237604307034;9.237604307033962;29.999999999999865;16.99999999999992;9.267692976432853;0.00013629912071478785
977;540;977;549.8149545762236;9.814954576223613;29.99999999999994;17.24093964956663;9.740998797579763;0.0001782044380566513
978;540;978;550.3923048454133;10.392304845413264;30.000000000000004;17.492855684535904;10.203499337863484;0.00023299349209419894
979;540;979;550.9696551146029;10.969655114602915;30.000000000000053;17.75528090456474;10.655441275201996;0.0003046273003559684
980;540;980;551.5470053837926;11.547005383792566;30.000000000000117;18.02775637732002;11.097065656008121;0.0003982846180048204
981;540;981;552.1243556529821;12.124355652982103;29.99999999999993;18.30983342360051;11.528608023753145;0.0005207362718127061
982;540;982;552.7017059221718;12.701705922171755;29.999999999999968;18.601075237738257;11.950298544596087;0.0006808345394931898
983;540;983;553.2790561913614;13.279056191361406;30.00000000000003;18.901058171435817;12.362362130143781;0.0008901529136997311
984;540;984;553.856406460551;13.856406460551057;30.000000000000068;19.209372712298592;12.76501855740943;0.0011638224326698538
985;540;985;554.4337567297406;14.433756729740594;29.999999999999915;19.525624189766575;13.158482586032111;0.0015216249198200466
986;540;986;555.0111069989302;15.011106998930245;29.999999999999954;19.849433241279176;13.542964072820672;0.0019894219612833887
987;540;987;555.5884572681199;15.588457268119896;30.000000000000004;20.18043607061057;13.918668083681771;0.002601022574251495
988;540;988;556.1658075373095;16.165807537309547;30.000000000000043;20.51828452868322;14.285795002993595;0.003400623980180848
989;540;989;556.7431578064992;16.743157806499198;30.000000000000068;20.86264604502512;14.644540640482191;0.004446000894923013
990;540;990;557.3205080756887;17.320508075688736;29.99999999999994;21.21320343559638;14.995096335657895;0.005812672118436495
991;540;991;557.8978583448784;17.897858344878387;29.999999999999993;21.56965461012298;15.337649059867937;0.0075993425894959185
992;540;992;558.475208614068;18.475208614068038;30.000000000000018;21.931712199461323;15.672381516018358;0.00993500910814256
993;540;993;559.0525588832577;19.05255888325769;30.000000000000053;22.2991031209778;15.99947223602034;0.012988234492353225
994;540;994;559.6299091524472;19.629909152447226;29.99999999999994;22.671568097509216;16.319095676011177;0.016979245365752623
995;540;995;560.2072594216369;20.207259421636877;29.999999999999968;23.04886114323219;16.631422309402105;0.0221957020943601
996;540;996;560.7846096908265;20.784609690826528;30.000000000000004;23.430749027719962;16.936618717800947;0.02901323642880247
997;540;997;561.3619599600162;21.36195996001618;30.000000000000018;23.817010727629132;17.234847679859914;0.0379221656728185
998;540;998;561.9393102292058;21.93931022920583;30.000000000000053;24.20743687382046;17.526268258094724;0.04956218526358708
999;540;999;562.5166604983954;22.516660498395368;29.999999999999954;24.60182920028505;17.811035883721523;0.06476732758641077
1000;540;1000;563.094010767585;23.09401076758502;29.999999999999993;24.99999999999999;18.089302439557674;0.0846240629226646
1001;540;1001;563.6713610367747;23.67136103677467;30.000000000000004;25.401771591761083;18.361216341028904;0.1105461077614513
1002;540;1002;564.2487113059643;24.24871130596432;30.000000000000043;25.80697580112792;18.626922615328183;0.1443702737356578
1003;540;1003;564.8260615751539;24.826061575153858;29.99999999999994;26.215453457836606;18.886562978766687;0.1884784728997596
1004;540;1004;565.4034118443435;25.40341184434351;29.999999999999968;26.627053911388668;19.140275912359655;0.24595165238342603
1005;540;1005;565.9807621135332;25.98076211353316;30.000000000000004;27.04163456597992;19.38819673568564;0.32076169468414933
1006;540;1006;566.5581123827228;26.55811238272281;30.00000000000003;27.45906043549199;19.630457679060463;0.4180067075989515
1007;540;1007;567.1354626519125;27.135462651912462;30.000000000000043;27.879203718901348;19.867187954063183;0.5441928267052853
1008;540;1008;567.712812921102;27.712812921102;29.999999999999968;28.301943396169776;20.098513822451892;0.7075603636008281
1009;540;1009;568.2901631902917;28.29016319029165;29.99999999999998;28.727164844446435;20.324558663506576;0.9184419072973499
1010;540;1010;568.8675134594813;28.8675134594813;30.000000000000004;29.154759474226513;20.54544303983393;1.1896221534530422
1011;540;1011;569.444863728671;29.444863728670953;30.00000000000003;29.584624384974067;20.761284761670534;1.5366406340612395
1012;540;1012;570.0222139978605;30.02221399786049;29.999999999999954;30.01666203960722;20.972198949717615;1.977936471874376
1013;540;1013;570.5995642670501;30.59956426705014;29.99999999999998;30.4507799571702;21.17829809654184;2.534679031893982
1014;540;1014;571.1769145362398;31.176914536239792;30.000000000000004;30.886890422961002;21.37969212657349;3.230067763269473
1015;540;1015;571.7542648054294;31.754264805429443;30.000000000000018;31.324910215354194;21.576488454735784;4.087841279784374
1016;540;1016;572.3316150746191;32.331615074619094;30.000000000000043;31.764760348537234;21.768792043735306;5.129754392772304
1017;540;1017;572.9089653438086;32.90896534380863;29.99999999999998;32.2063658303758;21.9567054600445;6.371927904728756
1018;540;1018;573.4863156129983;33.48631561299828;29.99999999999998;32.649655434629004;22.14032892860651;7.820311823352405
1019;540;1019;574.0636658821879;34.063665882187934;29.999999999999993;33.09456148674583;22.31976038629049;9.466026254364238
1020;540;1020;574.6410161513776;34.641016151377585;30.00000000000003;33.541019662496886;22.495095534127152;11.281904661463841
1021;540;1021;575.2183664205671;35.21836642056712;29.999999999999954;33.98896879871463;22.666427888351397;13.221827617329415
1022;540;1022;575.7957166897568;35.79571668975677;29.999999999999993;34.43835071544511;22.833848830280278;15.224017503976704
1023;540;1023;576.3730669589464;36.373066958946424;30.000000000000004;34.88911004883902;22.997447655051275;17.218254804053895
1024;540;1024;576.9504172281361;36.950417228136075;30.000000000000018;35.341194094144605;23.157311619248926;19.135419778919104
1025;540;1025;577.5277674973256;37.52776749732561;29.99999999999994;35.794552658190824;23.31352598744349;20.91672335626064
