u_0;u_1;v_0;v_1;Euklid;Winkel;Winkel+;Winkelsk;Winkellog
960;540;960;540;0.0;0;0;0;0
961;540;959;541;2.23606797749979;135.0;67.52777206453653;3.7648821555588747;1.1681070449457422e-05
962;540;958;542;4.47213595499958;135.0;67.61101981186204;7.424769217449257;1.6220896695011172e-05
963;540;957;543;6.708203932499369;135.0;67.74953874381728;10.982589290519849;2.2525117649950182e-05
964;540;956;544;8.94427190999916;135.0;67.94299080847118;14.441188820584584;3.127946163985231e-05
965;540;955;545;11.180339887498949;135.0;68.19090848492928;17.803334871731042;4.343616362078135e-05
966;540;954;546;13.416407864998739;135.0;68.49270034098524;21.071717340119395;6.031754209150011e-05
967;540;953;547;15.652475842498529;135.0;68.84765791223403;24.24895110604275;8.375983060816891e-05
968;540;952;548;17.88854381999832;135.0;69.25496372102147;27.337578125970808;0.00011631290843042703
969;540;951;549;20.12461179749811;135.0;69.7137002317335;30.34006946625069;0.00016151765472132538
970;540;950;550;22.360679774997898;135.0;70.22285952594069;33.25882728009176;0.00022429109325580753
971;540;949;551;24.596747752497688;135.0;70.78135347674555;36.09618672941631;0.00031146121771922277
972;540;948;552;26.832815729997478;135.0;71.38802420574476;38.854417853113695;0.00043250966585711253
973;540;947;553;29.068883707497267;135.0;72.04165461731151;41.53572738319245;0.0006006030132446077
974;540;946;554;31.304951684997057;135.0;72.74097882211925;44.14226051028363;0.0008340248402136239
975;540;945;555;33.54101966249684;135.0;73.48469228349535;46.67610259990771;0.0011581642970795848
976;540;944;556;35.77708763999664;135.0;74.27146154479526;49.13928086087824;0.0016082773829677022
977;540;943;557;38.01315561749642;135.0;75.09993342207434;51.53376596717697;0.0022333211232579836
978;540;942;558;40.24922359499622;135.0;75.9687435726036;53.861473634598276;0.0031012773775504618
979;540;941;559;42.485291572496;135.0;76.87652437513027;56.1242661534238;0.004306544741772413
980;540;940;560;44.721359549995796;135.0;77.8219120813669;58.323953878354054;0.005980201382701228
981;540;939;561;46.95742752749558;135.0;78.80355321938218;60.462296676888826;0.008304252808434588
982;540;938;562;49.193495504995376;135.0;79.82011024798199;62.54100533731493;0.011531409882826749
983;540;937;563;51.42956348249516;135.0;80.87026647662292;64.5617429374281;0.016012539790593052
984;540;936;564;53.665631459994955;135.0;81.95273027788642;66.52612617508399;0.0222347592850347
985;540;935;565;55.90169943749474;135.0;83.06623862918075;68.43572666164263;0.030874281755938853
986;540;934;566;58.137767414994535;135.0;84.20956002735082;70.29207217934132;0.042869704826103035
987;540;933;567;60.37383539249432;135.0;85.38149682454625;72.096647903602;0.05952359146310476
988;540;932;568;62.609903369994115;135.0;86.58088703634307;73.85089759125063;0.0826431652404664
989;540;931;569;64.8459713474939;135.0;87.80660567406076;75.55622473559983;0.11473498346916292
990;540;930;570;67.08203932499369;135.0;89.05756565278438;77.2139936893183;0.1592739167722765
991;540;929;571;69.31810730249349;135.0;90.33271832508973;78.82553075598568;0.2210740658862033
992;540;928;572;71.55417527999327;135.0;91.63105368814658;80.39212525120628;0.30679883913080713
993;540;927;573;73.79024325749306;135.0;92.951600308978;81.9150305341302;0.4256596923114965
994;540;926;574;76.02631123499285;135.0;94.29342500938228;83.39546501020752;0.5903681081605066
995;540;925;575;78.26237921249263;135.0;95.65563234854496;84.83461310597778;0.8184226119678926
996;540;924;576;80.49844718999243;135.0;97.03736393781521;86.23362621667415;1.1338296143969528
997;540;923;577;82.73451516749222;135.0;98.4377976185977;87.59362362740124;1.5693677740197185
998;540;922;578;84.970583144992;135.0;99.85614653089713;88.91569340862276;2.169497883401249
999;540;921;579;87.20665112249179;135.0;101.2916580968048;90.20089328667595;2.993969811528561
1000;540;920;580;89.44271909999159;135.0;102.74361294017258;91.45025149000907;4.1220417601784645
1001;540;919;581;91.67878707749138;135.0;104.21132376090422;92.66476757181901;5.656935816514597
1002;540;918;582;93.91485505499116;135.0;105.6941341797169;93.84541320974712;7.729612159899829
1003;540;917;583;96.15092303249095;135.0;107.19141756689291;94.99313298327321;10.500058372719817
1004;540;916;584;98.38699100999075;135.0;108.70257586644395;96.10884512942945;14.153063082108055
1005;540;915;585;100.62305898749054;135.0;110.22703842524301;97.19344227743899;18.884190748933154
1006;540;914;586;102.85912696499032;135.0;111.76426083502723;98.24779216286696;24.871359882655362
1007;540;913;587;105.09519494249011;135.0;113.31372379372235;99.2727383218552;32.229860797618635
1008;540;912;588;107.33126291998991;135.0;114.87493199127476;100.26910076599616;40.955820872142986
1009;540;911;589;109.5673308974897;135.0;116.4474130240771;101.2376766383859;50.87475178324248
1010;540;910;590;111.80339887498948;135.0;118.03071634112877;102.17924085138108;61.62186544137494
1011;540;909;591;114.03946685248927;135.0;119.6244122242613;103.0945467065702;72.67790874344571
1012;540;908;592;116.27553482998907;135.0;121.22809080407066;103.98432649745503;83.4613696237862
1013;540;907;593;118.51160280748886;135.0;122.84136111261549;104.84929209532444;93.44580022031526
1014;540;906;594;120.74767078498864;135.0;124.46385017345398;105.69013551878949;102.25485925796582
1015;540;905;595;122.98373876248843;135.0;126.09520212918491;106.5075294874351;109.7020457543409
1016;540;904;596;125.21980673998823;135.0;127.73507740632563;107.30212796003171;115.77397923661184
1017;540;903;597;127.45587471748802;135.0;129.38315191708693;108.07456665773712;120.58011163520234
1018;540;902;598;129.6919426949878;135.0;131.03911629738656;108.82546357270732;124.29588564997816
1019;540;901;599;131.9280106724876;135.0;132.70267518026907;109.55541946252316;127.11676302160534
1020;540;900;600;134.16407864998737;135.0;134.37354650376687;110.26501833082857;129.22876548081368
1021;540;899;601;136.40014662748717;135.0;136.0514608521349;110.9548278945644;130.7936636025319
1022;540;898;602;138.63621460498698;135.0;137.73616082931892;111.62540003817251;131.94426570813604
1023;540;897;603;140.87228258248675;135.0;139.427400463467;112.2772712551326;132.78546084839977
1024;540;896;604;143.10835055998655;135.0;141.12494464126462;112.91096307718561;133.3979000725932
1025;540;895;605;145.34441853748632;135.0;142.828568570857;113.52698249158698;133.8424434032773
1026;540;894;606;147.58048651498612;135.0;144.5380572721247;114.12582234672348;134.16440954247284
1027;540;893;607;149.81655449248592;135.0;146.25320509308506;114.70796174641818;134.39722639823725
1028;540;892;608;152.0526224699857;135.0;147.97381525121259;115.27386643323914;134.56538466540454
1029;540;891;609;154.2886904474855;135.0;149.6996993984958;115.82398916111818;134.68674046334257
1030;540;890;610;156.52475842498527;135.0;151.43067720907808;116.35877005757825;134.77426743912355
1031;540;889;611;158.76082640248507;135.0;153.16657598836633;116.87863697585894;134.83736827582828
1032;540;888;612;160.99689437998487;135.0;154.90723030252656;117.38400583722185;134.88284536162672
1033;540;887;613;163.23296235748464;135.0;156.65248162732692;117.8752809637098;134.91561354327294
1034;540;886;614;165.46903033498444;135.0;158.40217801532907;118.35285540162602;134.9392205862712
1035;540;885;615;167.70509831248424;135.0;160.1561737804697;118.81711123599213;134.95622572081837
1036;540;884;616;169.941166289984;135.0;161.91432919911688;119.26841989623662;134.96847419478814
1037;540;883;617;172.1772342674838;135.0;163.6765102267274;119.70714245335813;134.97729600181282
1038;540;882;618;174.41330224498358;135.0;165.44258822927063;120.13362990880151;134.9836495181533
1039;540;881;619;176.64937022248338;135.0;167.21243972862786;120.54822347527771;134.9882252133315
1040;540;880;620;178.88543819998318;135.0;168.9859461612119;120.95125484975217;134.99152047706298
1041;540;879;621;181.12150617748296;135.0;170.7629936490925;121.34304647882004;134.99389357785842
1042;540;878;622;183.35757415498276;135.0;172.54347278294824;121.72391181668068;134.99560255828132
1043;540;877;623;185.59364213248256;135.0;174.327278416202;122.09415557591775;134.9968332642736
1044;540;876;624;187.82971010998233;135.0;176.11430946973047;122.45407397128551;134.99771954008355
1045;540;875;625;190.06577808748213;135.0;177.90446874657195;122.8039549566964;134.99835777648514
1046;540;874;626;192.3018460649819;135.0;179.69766275608592;123.14407845559955;134.9988173900866
1047;540;873;627;194.5379140424817;135.0;181.49380154705008;123.4747165849345;134.99914837117973
1048;540;872;628;196.7739820199815;135.0;183.29279854920654;123.79613387283923;134.99938671987974
1049;540;871;629;199.01004999748127;135.0;185.09457042279766;124.10858747028676;134.99955836121197
1050;540;870;630;201.24611797498108;135.0;186.8990369156567;124.41232735681973;134.99968196466304
1051;540;869;631;203.48218595248088;135.0;188.70612072744225;124.70759654054719;134.9997709747142
1052;540;868;632;205.71825392998065;135.0;190.51574738062993;124.99463125256428;134.99983507313263
1053;540;867;633;207.95432190748045;135.0;192.32784509789528;125.27366113594951;134.99988123203133
1054;540;866;634;210.19038988498022;135.0;194.1423446855425;125.5449094294916;134.99991447221873
1055;540;865;635;212.42645786248002;135.0;195.95917942265424;125.80859314629234;134.99993840931234
1056;540;864;636;214.66252583997982;135.0;197.77828495565433;126.06492324738868;134.99995564701246
1057;540;863;637;216.8985938174796;135.0;199.5995991979944;126.3141048105328;134.99996806031058
1058;540;862;638;219.1346617949794;135.0;201.4230622346905;126.55633719426524;134.9999769994359
