u_0;u_1;v_0;v_1;Euklid;Winkel;Winkel+;Winkelsk;Winkellog
960;540;960;540.0;0.0;0;0;0;0
961;540;961;541.7320508075688;1.7320508075688394;59.99999999999946;30.03747659175091;2.352633650860548;5.947901326276225e-06
962;540;962;543.4641016151378;3.4641016151377926;60.00000000000028;30.149626863362812;4.613019216801909;9.46279855742364e-06
963;540;963;545.1961524227066;5.196152422706632;60.00000000000001;30.33562262423503;6.784773796970552;1.5054814887879616e-05
964;540;964;546.9282032302755;6.9282032302754715;59.999999999999865;30.594117081556636;8.871372662027266;2.3951417485007636e-05
965;540;965;548.6602540378444;8.660254037844425;60.00000000000011;30.923292192132514;10.876154815321136;3.810544025591797e-05
966;540;966;550.3923048454133;10.392304845413264;60.00000000000001;31.320919526731654;12.802328336006793;6.062373450703418e-05
967;540;967;552.1243556529821;12.124355652982103;59.999999999999936;31.784430150625596;14.652975512656429;9.644912500111299e-05
968;540;968;553.856406460551;13.856406460551057;60.00000000000006;32.31098884280706;16.431057775578594;0.00015344535447666722
969;540;969;555.5884572681199;15.588457268119896;60.00000000000001;32.89756829919197;18.139420435738142;0.00024412314360194715
970;540;970;557.3205080756887;17.320508075688736;59.99999999999996;33.541019662496815;19.7807972378616;0.00038838618621186207
971;540;971;559.0525588832577;19.05255888325769;60.00000000000006;34.23813663154002;21.357814735011562;0.0006178996922892104
972;540;972;560.7846096908265;20.784609690826528;60.00000000000001;34.98571136907181;22.872996491631554;0.0009830400262131477
973;540;973;562.5166604983954;22.516660498395368;59.99999999999996;35.780581325629655;24.3287671217883;0.001563949990377445
974;540;974;564.2487113059643;24.24871130596432;60.000000000000036;36.61966684720114;25.727456169071143;0.002488124097759372
975;540;975;565.9807621135332;25.98076211353316;60.00000000000001;37.5;27.07130183435841;0.00395837796291939
976;540;976;567.712812921102;27.712812921102;59.999999999999964;38.418745424597056;28.36245455741705;0.006297326256950093
977;540;977;569.444863728671;29.444863728670953;60.000000000000036;39.3732142452201;29.602980458064664;0.010018094499315578
978;540;978;571.1769145362398;31.176914536239792;60.00000000000001;40.36087214122114;30.7948646424017;0.01593669055082665
979;540;979;572.9089653438086;32.90896534380863;59.999999999999964;41.37934267240113;31.940014379405408;0.02535045990116502
980;540;980;574.6410161513776;34.641016151377585;60.000000000000036;42.42640687119289;33.04026215296674;0.040321184977192864
981;540;981;576.3730669589464;36.373066958946424;60.00000000000001;43.5;34.09736859425522;0.06412342568539475
982;540;982;578.1051177665153;38.105117766515264;59.999999999999986;44.59820624195549;35.1130252991051;0.10195261857133271
983;540;983;579.8371685740842;39.83716857408422;60.000000000000036;45.71925196238455;36.08885753492919;0.16203855983812326
984;540;984;581.569219381653;41.569219381653056;60.00000000000001;46.861498055439924;37.02642684149328;0.2573840825734715
985;540;985;583.3012701892219;43.301270189221896;59.999999999999986;48.023431780746336;37.92723352971344;0.4084491565805228
986;540;986;585.0333209967907;45.033320996790735;59.99999999999996;49.20365840057011;38.792719082473134;0.6472175195628836
987;540;987;586.7653718043597;46.76537180435969;60.00000000000001;50.400892849234324;39.62426846130366;1.0231669294511185
988;540;988;588.4974226119285;48.49742261192853;59.999999999999986;51.61395160225573;40.4232123226176;1.6115647104236397
989;540;989;590.2294734194975;50.22947341949748;60.000000000000014;52.841744861425646;41.19082914704371;2.5238550472689365
990;540;990;591.9615242270663;51.96152422706632;60.00000000000001;54.08326913195984;41.928347285267876;3.9179300433992337
991;540;991;593.6935750346352;53.69357503463516;59.999999999999986;55.33760023709012;42.636946923656936;6.001629258425422
992;540;992;595.425625842204;55.425625842204;59.999999999999964;56.60388679233956;43.31776197280831;9.01537158149049
993;540;993;597.157676649773;57.15767664977295;60.00000000000001;57.88134414472422;43.97188188204898;13.173281276721035
994;540;994;598.8897274573418;58.88972745734179;59.999999999999986;59.16924876994803;44.60035338278663;18.55108367068751
995;540;995;600.6217782649107;60.621778264910745;60.000000000000014;60.466933112239154;45.20418216350364;24.954344171878777
996;540;996;602.3538290724796;62.353829072479584;60.00000000000001;61.773780845922005;45.7843344790727;31.868469096267116
997;540;997;604.0858798800484;64.08587988004842;59.999999999999986;63.08922253443924;46.34173869697122;38.58890889752058
998;540;998;605.8179306876173;65.81793068761726;59.999999999999964;64.4127316607516;46.87728678286707;44.48547013731819
